,name,main_category,categories,rating,reviews,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities
1115,Bhagsu Naag Temple,Hindu temple,"Hindu temple, Tourist attraction",4.5,7004.0,"68VM+PQF Bhagsu Naag Temple, Manisha Rd, Bhagsu Nag, Dharamshala, Himachal Pradesh 176219",Mcleodganj,India,Himachal Pradesh,176219,Religious,31518.0,4.59,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
1116,Naddi Hill Point Mcleod Ganj,Scenic spot,"Scenic spot, Hindu temple, Tourist attraction",4.5,2975.0,"Naddi Hill Point Mcleod Ganj, Naddi, Dharamshala, Himachal Pradesh 176219",Mcleodganj,India,Himachal Pradesh,176219,Nature,13387.5,4.49,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
1117,Tsuglagkhang Complex Dalai Lama Temple,Monastery,"Monastery, Tourist attraction",4.6,2510.0,"Tsuglagkhang Complex Dalai Lama Temple, Dharamshala, Himachal Pradesh 176219",Mcleodganj,India,Himachal Pradesh,176219,Religious,11546.0,4.59,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
1118,Aghanjar Mahadev,Hindu temple,"Hindu temple, Tourist attraction",4.7,1559.0,"Aghanjar Mahadev, Khanyara - Dari Rd, Dharamshala, Sokani Da Kot, Himachal Pradesh 176215",Mcleodganj,India,Himachal Pradesh,176215,Religious,7327.3,4.59,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
1119,Kalachakra temple,Buddhist temple,"Buddhist temple, Tourist attraction",4.5,871.0,"68QF+9GM Kalachakra temple, McLeod Ganj, Dharamshala, Himachal Pradesh 176219",Mcleodganj,India,Himachal Pradesh,176219,Religious,3919.5,4.59,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
1120,Dip Tse Chok Ling,Buddhist temple,"Buddhist temple, Place of worship, Tourist attraction",4.4,145.0,"68QC+5R3 Dip Tse Chok Ling, Camel Track Road, McLeod Ganj, Dharamsala, McLeod Ganj, Himachal Pradesh",Mcleodganj,India,Himachal Pradesh,,Religious,638.0,4.59,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
1121,McLeod Square Temple,Buddhist temple,"Buddhist temple, Tourist attraction",4.5,134.0,"68QF+7GP McLeod Square Temple, MDR44, McLeod Ganj, Himachal Pradesh 176216",Mcleodganj,India,Himachal Pradesh,176216,Religious,603.0,4.59,"Dalhousie, Dharamshala, Kasauli, Kasol, Manali, Mcleodganj, Nahan, Shimla"
1122,Shree Kalaram Mandir Sansthan,Hindu temple,"Hindu temple, Religious organization, Tourist attraction",4.7,10970.0,"2Q4W+JXJ Shree Kalaram Mandir Sansthan, Nirman upavan C-3, Sita Gufaa Rd, opposite Kalaram Temple East door, Panchavati, Nashik, Maharashtra 422003",Nashik,India,Maharashtra,422003,Religious,51559.0,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1123,Shrine of the Infant Jesus (Nashik),Catholic church,"Catholic church, Church, Tourist attraction",4.8,1289.0,"Shrine of the Infant Jesus (Nashik), Highway, Post Box, Next to St. Xavier's High School, No. 221, Nashik - Pune Rd, opposite Nehru Nagar, Nashik, Maharashtra 422101",Nashik,India,Maharashtra,422101,Religious,6187.2,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1124,Coin Museum (Shanti-Krishna Museum of Money and History),Museum,"Museum, Tourist attraction",4.3,970.0,"Coin Museum (Shanti-Krishna Museum of Money and History), INHCRF Campus, Opposite Grape County Resort, Near Vadholi, Trambakeshwar Rd, Phata, Nashik, Maharashtra 422213",Nashik,India,Maharashtra,422213,Cultural,4171.0,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1125,Savata Nagar - Shree Saptashrungi Nivasini Devi Shaktipeeth,Hindu temple,"Hindu temple, Tourist attraction",4.4,799.0,"XQJ4+5V6 Savata Nagar - Shree Saptashrungi Nivasini Devi Shaktipeeth, Savata Nagar, Nashik, Maharashtra 422008",Nashik,India,Maharashtra,422008,Religious,3515.6000000000004,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1126,Kusumagraj Pratishthan,Museum,"Museum, Tourist attraction",4.4,110.0,"XQWG+JFC Kusumagraj Pratishthan, Trambakeshwar Rd, Ved Mandir, Holaram Colony, Sharanpur, Nashik, Maharashtra 422002",Nashik,India,Maharashtra,422002,Cultural,484.00000000000006,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1127,Muktidham Mandir,Hindu temple,Hindu temple,4.5,14748.0,"Muktidham Mandir, Mahatma Gandhi Rd, Gayakhe Colony, Nashik Road, Nashik, Maharashtra 422101",Nashik,India,Maharashtra,422101,Religious,66366.0,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1128,Ramkund Panchwati,Religious destination,"Religious destination, Historical landmark, Tourist attraction",4.4,7455.0,"Shop No 10, Ramkund Panchwati, Panchavati Karanja Rd, near paaNdde mitthaaii, Ramkund, Panchavati, Nashik, Maharashtra 422003",Nashik,India,Maharashtra,422003,Religious,32802.0,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1129,Bhaktidham,Hindu temple,"Hindu temple, Tourist attraction",4.4,1785.0,"Bhaktidham, 22, Peth Rd, Rajpal Colony, Panchavati, Nashik, Maharashtra 422003",Nashik,India,Maharashtra,422003,Religious,7854.000000000001,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1130,Temple Hill,Park,"Park, Tourist attraction",4.4,1736.0,"VRWF+W37 Temple Hill, Dhondy Rd, Deolali Camp, Deolali, Maharashtra 422401",Nashik,India,Maharashtra,422401,Nature,7638.400000000001,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1131,Chambar Leni,Jain temple,"Jain temple, Archaeological site, Hiking area, Tourist attraction",4.5,1027.0,"3Q8V+C4H Chambar Leni, Peth Road, Nashik, Maharashtra 422004",Nashik,India,Maharashtra,422004,Religious,4621.5,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1132,Triveni Sangam,Hindu temple,"Hindu temple, Religious destination, Tourist attraction",4.4,877.0,"2Q4R+XR3 Triveni Sangam, Panchavati, Nashik, Maharashtra 422003",Nashik,India,Maharashtra,422003,Religious,3858.8,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1133,Naroshankar Temple,Hindu temple,"Hindu temple, Tourist attraction",4.5,876.0,"2Q4V+78R Naroshankar Temple, Panchavati, Nashik, Maharashtra 422003",Nashik,India,Maharashtra,422003,Religious,3942.0,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1134,Sai Baba Temple,Hindu temple,"Hindu temple, Tourist attraction",4.5,875.0,"Sai Baba Temple, N-3/M/43, Old Cidco, Shanti Nagar, Lekha Nagar, Nashik, Maharashtra 422009",Nashik,India,Maharashtra,422009,Religious,3937.5,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1135,Ved Mandir,Hindu temple,"Hindu temple, Tourist attraction",4.4,840.0,"XQVF+VHP Ved Mandir, Trambakeshwar Rd, Wild Orcade Society, Matoshree Nagar, Nashik, Maharashtra 422002",Nashik,India,Maharashtra,422002,Religious,3696.0000000000005,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1136,Sundar narayan mandir,Hindu temple,"Hindu temple, Tourist attraction",4.5,532.0,"Sundar narayan mandir, Kharewada, Raviwar Karanja, Panchavati, Nashik, Maharashtra 422001",Nashik,India,Maharashtra,422001,Religious,2394.0,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1137,Shri Laxman Rekha Temple,Historical landmark,"Historical landmark, Tourist attraction",4.4,473.0,"Shri Laxman Rekha Temple, Adgaon Naka, Panchavati, Nashik, Maharashtra 422003",Nashik,India,Maharashtra,422003,Cultural,2081.2000000000003,4.49,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1138,Shri Laxmi Narayan Mandir,Hindu temple,"Hindu temple, Tourist attraction",4.5,438.0,"2R26+HFJ Shri Laxmi Narayan Mandir, Tapovan, Nashik, Maharashtra 422003",Nashik,India,Maharashtra,422003,Religious,1971.0,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1139,JAGANNATH MANDIR,Hindu temple,"Hindu temple, Tourist attraction",4.7,361.0,"XQ4C+3W7 JAGANNATH MANDIR, Unnamed Road, Dnyaneshwar Nagar, Pathardi Phata, Nashik, Maharashtra 422010",Nashik,India,Maharashtra,422010,Religious,1696.7,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1140,Kalavati Aai Mandir,Hindu temple,"Hindu temple, Tourist attraction",4.6,113.0,"2Q7M+69V Kalavati Aai Mandir, Kausalya Nagar, Adarsh Nagar, Nashik, Maharashtra 422003",Nashik,India,Maharashtra,422003,Religious,519.8,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1141,BIRLA AROGYA MANDIR,Hindu temple,"Hindu temple, Place of worship, Tourist attraction",4.3,102.0,"XR6H+5VX BIRLA AROGYA MANDIR, Rosa Colony, Nashik Road, Nashik, Maharashtra 422101",Nashik,India,Maharashtra,422101,Religious,438.59999999999997,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1142,goraaraam mNdir,Hindu temple,"Hindu temple, Tourist attraction",4.5,91.0,"goraaraam mNdir, Goreram mandir, Gore Ram Ln, Kharewada, Saraf Bazar, Panchavati, Nashik, Maharashtra 422001",Nashik,India,Maharashtra,422001,Religious,409.5,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1143,Ganapati Temple,Hindu temple,"Hindu temple, Tourist attraction",4.5,58.0,"XQR6+WW7 Ganapati Temple, Forest Colony, Parijat Nagar, Nashik, Maharashtra 422005",Nashik,India,Maharashtra,422005,Religious,261.0,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1144,Mahabaleshwar Temple,Hindu temple,Hindu temple,4.7,11319.0,"Mahabaleshwar Temple, Old Mahabaleshwar, Maharashtra 412806",Mahabaleshwar,India,Maharashtra,412806,Religious,53199.3,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1145,Venna Lake,Lake,Lake,4.4,3607.0,"Venna Lake, Mahabaleshwar, Maharashtra 412806",Mahabaleshwar,India,Maharashtra,412806,Nature,15870.800000000001,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1146,Bhilar Water Fall Point,Scenic spot,"Scenic spot, Tourist attraction",4.2,1332.0,"WQFF+QG7 Bhilar Water Fall Point, Panchgani - Mahabaleshwar Rd, Mahabaleshwar, Maharashtra 412805",Mahabaleshwar,India,Maharashtra,412805,Nature,5594.400000000001,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1147,Krishnabai Mandir,Hindu temple,"Hindu temple, Tourist attraction",4.7,1301.0,"Krishnabai Mandir, Chota Pul, Gangapuri Rd, Danebazar, Ganpati Ali, Wai, Mahabaleshwar, Maharashtra 412803",Mahabaleshwar,India,Maharashtra,412803,Religious,6114.7,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1148,Holy Cross Church Mahabaleshwar,Catholic church,"Catholic church, Tourist attraction",4.5,106.0,"WMF4+XVJ Holy Cross Church Mahabaleshwar, Radhanagari, Mahabaleshwar, Maharashtra 412806",Mahabaleshwar,India,Maharashtra,412806,Religious,477.0,4.69,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1149,Valley View Waterfall,Nature preserve,Nature preserve,4.6,58.0,"Valley View Waterfall, Mahabaleshwar To Old Mahabaleshwar Rd, Mahabaleshwar, Maharashtra 412806",Mahabaleshwar,India,Maharashtra,412806,Nature,266.79999999999995,4.35,"Ahmedabad, Ajanta, Alibaug, Aurangabad, Bombay, Khandala, Lavasa, Lonavala, Mahabaleshwar, Matheran, Mumbai, Nashik, Pune, Shirdi"
1150,Sri Harmandir Sahib,Gurudwara,"Gurudwara, Historical landmark, Tourist attraction",4.9,194276.0,"Sri Harmandir Sahib, Golden Temple Rd, Atta Mandi, Katra Ahluwalia, Amritsar, Amritsar Cantt., Punjab 143006",Amritsar,India,Punjab,143006,Religious,951952.4,4.9,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali"
1151,"The Partition Museum - Amritsar District, Punjab, India",Historical place museum,"Historical place museum, Museum, Tourist attraction",4.6,16605.0,"The Partition Museum - Amritsar District, Punjab, Hall Rd, Town Hall, Katra Ahluwalia, Amritsar, Punjab 143006",Amritsar,India,Punjab,143006,Cultural,76383.0,4.51,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali"
1152,Gobindgarh Fort,Fortress,"Fortress, Historical landmark, Tourist attraction",4.3,14460.0,"Gobindgarh Fort, Old Cantt Road, inside Lohgarh Chowk, Vijay Chowk, Amritsar, Punjab 143001",Amritsar,India,Punjab,143001,Cultural,62178.0,4.51,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali"
1153,"Shri Durgiana Temple, Amritsar",Hindu temple,Hindu temple,4.7,5771.0,"Shri Durgiana Temple, Amritsar, near, Hathi Gate Chowk, near Durgiana Mandir, opp. golbagh, Hathi Gate, Goal Bagh, Amritsar, Punjab 143001",Amritsar,India,Goa,143001,Religious,27123.7,4.54,"Ambarsar, Amritsar, Goa, Madgaon, Marmagao, Panaji"
1154,Gurudwara Chheharta Sahib,Gurudwara,"Gurudwara, Place of worship, Tourist attraction",4.9,3937.0,"Gurudwara Chheharta Sahib, Basarke, Amritsar, Punjab 143105",Amritsar,India,Punjab,143105,Religious,19291.300000000003,4.9,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali"
1155,Akal Takht Sahib,Gurudwara,"Gurudwara, Tourist attraction",4.8,1233.0,"Akal Takht Sahib, Harmandir Sahib, Golden Temple Rd, Atta Mandi, Katra Ahluwalia, Amritsar, Amritsar Cantt., Punjab 143006",Amritsar,India,Punjab,143006,Religious,5918.4,4.9,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali"
1156,Jallianwala Bagh Museum,Museum,"Museum, History museum, Tourist attraction",4.6,524.0,"Jallianwala Bagh Museum, 1418, Gali Number 7, Ramanand Bagh, Katra Ahluwalia, Amritsar, Amritsar Cantt., Punjab 143001",Amritsar,India,Punjab,143001,Cultural,2410.3999999999996,4.51,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali"
1157,Iskcon Temple,Hindu temple,"Hindu temple, Tourist attraction",4.6,411.0,"Iskcon Temple, Lakshmansar chowk, Moni Chowk, Katra Ahluwalia, Amritsar, Amritsar Cantt., Punjab 143001",Amritsar,India,Punjab,143001,Religious,1890.6,4.9,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali"
1158,Shri Dukh Bhanjani Beri Sahib,Gurudwara,"Gurudwara, Historical landmark, Tourist attraction",4.8,247.0,"JV9G+WW3 Shri Dukh Bhanjani Beri Sahib, Atta Mandi, Katra Ahluwalia, Amritsar, Amritsar Cantt., Punjab 143006",Amritsar,India,Punjab,143006,Religious,1185.6,4.9,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali"
1159,Rose Garden,Garden,"Garden, Park",4.3,3594.0,"MV76+HRM Rose Garden, Grand Trunk Rd, LIC Housing Boarding Colony, E-Block, Ranjit Avenue, Amritsar, Punjab 143001",Amritsar,India,Punjab,143001,Nature,15454.199999999999,4.36,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali"
1160,Mata Lal Devi Mandir,Hindu temple,Hindu temple,4.7,2642.0,"Mata Lal Devi Mandir, Shivaji Park Rd, Mohindra Colony, Amritsar, Punjab 143001",Amritsar,India,Punjab,143001,Religious,12417.4,4.9,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali"
1161,Maharaja Ranjit Singh Garden,Garden,"Garden, Park, Tourist attraction",4.5,480.0,"JVQH+99H Maharaja Ranjit Singh Garden, M.M Malviya Road, inside Mall Road, Ram Bagh, Amritsar, Punjab 143001",Amritsar,India,Punjab,143001,Nature,2160.0,4.36,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali"
1162,Central Sikh Museum,Heritage museum,"Heritage museum, Tourist attraction",4.7,397.0,"Central Sikh Museum, Golden Temple Rd, Atta Mandi, Katra Ahluwalia, Amritsar Cantt., Punjab 143006",Amritsar,India,Punjab,143006,Cultural,1865.9,4.51,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali"
1163,Jalianwala Bag Centenary Memorial,Park,Park,4.7,317.0,"Jalianwala Bag Centenary Memorial, Rose Garden, Gumtala Sub Urban, E-Block, Ranjit Avenue, Amritsar, Punjab 143104",Amritsar,India,Punjab,143104,Nature,1489.9,4.36,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali"
1164,Varenium Park,Park,Park,4.2,214.0,"JVR2+H88 Varenium Park, Bhatia Chowk, Near Shaheed Maj, Cantonment Board, Tehsil pura, Amritsar Cantonment, Amritsar, Punjab 143001",Amritsar,India,Punjab,143001,Nature,898.8000000000001,4.36,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali"
1165,Sita Ram Mandir,Hindu temple,"Hindu temple, Tourist attraction",4.5,128.0,"Sita Ram Mandir, 195, 100 Feet Rd, Pritam Nagar, Near, Amritsar, Punjab 143001",Amritsar,India,Punjab,143001,Religious,576.0,4.9,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali"
1166,Chatiwind canal,Park,Park,4.5,105.0,"HVWM+4CP Chatiwind canal, Dashmesh Nagar, Amritsar Cantt., Punjab 143022",Amritsar,India,Punjab,143022,Nature,472.5,4.36,"Ambarsar, Amritsar, Anandpur, Dehli, Mohali"
1167,Shree Jagannatha Temple Puri,Hindu temple,"Hindu temple, Historical landmark, Jain temple, Religious destination, Tourist attraction",4.7,102556.0,"Shree Jagannatha Temple Puri, Bali Sahi, Puri, Odisha 752001",Puri,India,Odisha,752001,Religious,482013.2,4.69,"Bhubaneswar, Puri"
1168,"Shree Gundicha Temple, Puri",Hindu temple,"Hindu temple, Tourist attraction",4.6,3413.0,"Shree Gundicha Temple, Puri, Balagandi, Basanta Rd, near to Gundicha Temple, Puri, Odisha 752002",Puri,India,Odisha,752002,Religious,15699.8,4.69,"Bhubaneswar, Puri"
1169,Mahatma Gandhi Park,Park,"Park, Community garden, Tourist attraction",4.4,3266.0,"QRWG+GR6 Mahatma Gandhi Park, Puri, Odisha 752002",Puri,India,Odisha,752002,Nature,14370.400000000001,4.49,"Bhubaneswar, Puri"
1170,"Sakshi Gopal Temple , Puri",Hindu temple,"Hindu temple, Tourist attraction",4.5,1503.0,"RR8Q+J3J Sakshi Gopal Temple , Puri, Puri, Odisha 752002",Puri,India,Odisha,752002,Religious,6763.5,4.69,"Bhubaneswar, Puri"
1171,Maa Baliharachandi Temple,Hindu temple,"Hindu temple, Tourist attraction",4.5,829.0,"QM5V+3MR Maa Baliharachandi Temple, Harachandi Rd, Narasinghpatana, Sipasurubili, Odisha 752011",Puri,India,Odisha,752011,Religious,3730.5,4.69,"Bhubaneswar, Puri"
1172,Niladri Beach,Public beach,"Public beach, Beach pavillion, Tourist attraction",4.6,745.0,"QRXP+HJ Niladri Beach, Puri, Odisha 752002",Puri,India,Odisha,752002,Nature,3426.9999999999995,4.49,"Bhubaneswar, Puri"
1173,Shri Markandeswara Swamy Temple,Hindu temple,"Hindu temple, Tourist attraction",4.4,528.0,"RR67+4XX Shri Markandeswara Swamy Temple, near Markandeswar temple, Dhipa sahi, Puri, Odisha 752001",Puri,India,Odisha,752001,Religious,2323.2000000000003,4.69,"Bhubaneswar, Puri"
1174,Sunara Gouranga Temple,Hindu temple,"Hindu temple, Tourist attraction",4.4,397.0,"Sunara Gouranga Temple, Badasirei, Puri, Odisha 752002",Puri,India,Odisha,752002,Religious,1746.8000000000002,4.69,"Bhubaneswar, Puri"
1175,"Shri Vimala Shakti Peetha Temple, Puri",Hindu temple,"Hindu temple, Religious destination, Tourist attraction",4.6,229.0,"RR39+R2M Shri Vimala Shakti Peetha Temple, Puri, Puri, Odisha 752001",Puri,India,Odisha,752001,Religious,1053.3999999999999,4.69,"Bhubaneswar, Puri"
1176,Digabareni Pillar,Historical landmark,"Historical landmark, Tourist attraction",4.3,71.0,"QRWG+F5G Digabareni Pillar, Shankar Rd, Puri, Odisha 752002",Puri,India,Odisha,752002,Cultural,305.3,4.46,"Bhubaneswar, Puri"
1177,Kanha Tiger Reserve,National park,"National park, National reserve, Tourist attraction",4.5,9196.0,"Kanha Tiger Reserve, Madhya Pradesh",Kanha,India,Madhya Pradesh,,Nature,41382.0,4.34,"Gwalior, Jabalpur, Kanha, Pachmarhi, Ujjain"
1178,Life Spring Corner,Park,"Park, Tourist attraction",4.1,181.0,"WPCF+RFW Life Spring Corner, Lake View Colony, Khermahal, Dimapur, Assam 797112",Dimapur,India,Assam,797112,Nature,742.0999999999999,4.49,"Dimapur, Kaziranga"
1179,Sri Venkateswara Swamy Temple,Hindu temple,"Hindu temple, Place of worship, Tourist attraction",4.7,113903.0,"Sri Venkateswara Swamy Temple, S Mada St, Tirumala, Tirupati, Andhra Pradesh 517504",Tirupati,India,Andhra Pradesh,517504,Religious,535344.1,4.7,"Tirupati, Visakhapatnam"
1180,Chandragiri Fort,Museum,"Museum, Tourist attraction",4.2,8438.0,"Chandragiri Fort, tpt road, Chandragiri, Reddivaripalle, Andhra Pradesh 517102",Tirupati,India,Andhra Pradesh,517102,Cultural,35439.6,4.34,"Tirupati, Visakhapatnam"
1181,Tirumala Deer Park Reserve,National park,"National park, Tourist attraction",4.5,17042.0,"M95Q+FMJ Tirumala Deer Park Reserve, Tirumala Foot Trl, Tirupati, Andhra Pradesh 517507",Tirupati,India,Andhra Pradesh,517507,Nature,76689.0,4.4,"Tirupati, Visakhapatnam"
1182,Srivari Paadaalu,Hindu temple,"Hindu temple, Tourist attraction",4.7,10973.0,"M8HM+Q6W Srivari Paadaalu, Tirumala, Tirupati, Andhra Pradesh 517504",Tirupati,India,Andhra Pradesh,517504,Religious,51573.1,4.7,"Tirupati, Visakhapatnam"
1183,Prakasam Park,Park,Park,4.3,10028.0,"Prakasam Park, Srinivasa Nagar, Madura Nagar, Tirupati, Andhra Pradesh 517501",Tirupati,India,Andhra Pradesh,517501,Nature,43120.4,4.4,"Tirupati, Visakhapatnam"
1184,Japali Anjaneya Swami devalayam,Hindu temple,"Hindu temple, Tourist attraction",4.8,9517.0,"Japali Anjaneya Swami devalayam, Tirumala, Tirupati, Andhra Pradesh 517504",Tirupati,India,Andhra Pradesh,517504,Religious,45681.6,4.7,"Tirupati, Visakhapatnam"
1185,Silathoranam Garden,Park,"Park, Tourist attraction",4.6,5942.0,"Silathoranam Garden, Sila Thoranam Rd, Tirumala, Tirupati, Andhra Pradesh 517504",Tirupati,India,Andhra Pradesh,517504,Nature,27333.199999999997,4.4,"Tirupati, Visakhapatnam"
1186,Sri Kapileswara Swamy Temple | Tirupati,Hindu temple,Hindu temple,4.7,5608.0,"MC4C+FFQ Sri Kapileswara Swamy Temple | Tirupati, Avilala Rd, Ambedhkar Colony, Tirupati, Andhra Pradesh 517501",Tirupati,India,Andhra Pradesh,517501,Religious,26357.600000000002,4.7,"Tirupati, Visakhapatnam"
1187,Narayanagiri Gardens,Park,"Park, Garden, Tourist attraction",4.4,5507.0,"M8JV+H58 Narayanagiri Gardens, Tirumala, Tirupati, Andhra Pradesh 517504",Tirupati,India,Andhra Pradesh,517504,Nature,24230.800000000003,4.4,"Tirupati, Visakhapatnam"
1188,"Sri Prasanna Venkateswara Swamy Temple, Appalayagunta",Hindu temple,"Hindu temple, Tourist attraction",4.8,5218.0,"Sri Prasanna Venkateswara Swamy Temple, Appalayagunta, Appalayagunta, Tirupati, Andhra Pradesh 517551",Tirupati,India,Andhra Pradesh,517551,Religious,25046.399999999998,4.7,"Tirupati, Visakhapatnam"
1189,Sri Babu Jagjivanram park,Park,Park,4.3,4076.0,"JC9G+92C Sri Babu Jagjivanram park, Padmavathipuram, Tirupati, Andhra Pradesh 517501",Tirupati,India,Andhra Pradesh,517501,Nature,17526.8,4.4,"Tirupati, Visakhapatnam"
1190,Tirumala Chakratheertham,Hindu temple,"Hindu temple, Tourist attraction",4.5,4005.0,"M8QR+937 Tirumala Chakratheertham, Tirumala, Tirupati, Andhra Pradesh 517504",Tirupati,India,Andhra Pradesh,517504,Religious,18022.5,4.7,"Tirupati, Visakhapatnam"
